conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1211063704717934592,Sat Dec 28 23:17:42 +0000 2019,0,Manfaat Renang Untuk Kesehatan Mental - https://t.co/SMn7LLmoKE,1211063704717934592,,,in,,0,0,0,https://x.com/r_zayadi/status/1211063704717934592,971428332,r_zayadi
1211060902977343488,Sat Dec 28 23:06:34 +0000 2019,2,Liburan itu baik untuk kesehatan mental biar tetep waras #MalamMingguTerakhir2019 https://t.co/rrueJ03iBH,1211060902977343488,https://pbs.twimg.com/media/EM6Nd9IUwAEk8l2.jpg,,in,"Pekalongan,Indonesia",0,1,0,https://x.com/diaz_dapedro/status/1211060902977343488,84269692,diaz_dapedro
1211040745928265728,Sat Dec 28 21:52:45 +0000 2019,0,Gua sedang di ambang insecure dan tingkat sosial comparison yang over sampai sampai temen temenku bilang Wah kacau nih bocah wah kurang kurangin deh ndra lu gabisa kaya gitu terus kasian kesehatan mental lu kebanyakan sosial media lu kebanyakan buka hape insecuru mulu deh lu,1211042327793258496,,mhsapwpw,in,"Sukoharjo, Jawa Tengah",0,1,0,https://x.com/mhsapwpw/status/1211042327793258496,1385994660,mhsapwpw
1211000301794127872,Sat Dec 28 19:10:10 +0000 2019,0,@rlthingy left jgn dibawa pusing nder. gabaik buat kesehatan mental,1211001413515403265,,rlthingy,in,𝙪𝙣𝙠𝙣𝙤𝙬𝙣🌌,0,0,0,https://x.com/zcchy/status/1211001413515403265,720177572902866944,zcchy
1210981538810089473,Sat Dec 28 17:51:12 +0000 2019,0,Tidurku lebih nyaman daripada liburanmu. #MalamMingguTerakhir2019,1210981538810089473,,,in,Cengkareng,0,0,0,https://x.com/Towa_id/status/1210981538810089473,1222672117,Towa_id
1210970830668058624,Sat Dec 28 17:08:39 +0000 2019,0,Agar kesehatan mental tidak terganggu,1210970830668058624,,,in,,0,0,0,https://x.com/abcataddict/status/1210970830668058624,1211131188,abcataddict
1210969259880267776,Sat Dec 28 17:02:24 +0000 2019,0,Tahun ini lebih banyak belajar ttg kesehatan mental. Parah sih seperlu itu ternyata,1210969259880267776,,,in,,0,0,0,https://x.com/dirara96/status/1210969259880267776,68623956,dirara96
1210904778533826562,Sat Dec 28 17:00:18 +0000 2019,0,@collegemenfess Karena kesadaran diri kalo Indonesia tuh butuh lulusan psikologi mengingat kesehatan mental dan pengetahuan psikologi masih minim di negara berflower ini,1210968727673425921,,collegemenfess,in,Indonesia,0,0,0,https://x.com/masihgelap/status/1210968727673425921,1174706674466091008,masihgelap
1210957885326282752,Sat Dec 28 16:21:07 +0000 2019,0,Kayaknya harus luapin selama bertahun2 memendam ini. Agar 2020 meraih kesehatan mental diri sendiri kembali.,1210958869561659392,,rissamy,in,,0,1,0,https://x.com/rissamy/status/1210958869561659392,71979402,rissamy
1210956362739408896,Sat Dec 28 16:11:10 +0000 2019,0,akhir2 ini sering baca ttg kesehatan mental tpi kenapaa blm bisa diterapin juga kan ajkdhlsjnksgu,1210956362739408896,,,in,,0,0,0,https://x.com/eraeld__/status/1210956362739408896,1132324120400502784,eraeld__
1210947496672780289,Sat Dec 28 15:56:34 +0000 2019,0,@DMenfess Semangat sender! Kualitas lebih baik daripada kuantitas meminimalisir drama yang tak perlu. Dan demi menjaga kesehatan mental kita juga,1210952691108597760,,DMenfess,in,BE - D,0,0,0,https://x.com/esteamaniss/status/1210952691108597760,1031366565919248384,esteamaniss
1210947836709195781,Sat Dec 28 15:37:17 +0000 2019,0,Kesehatan mental lebih penting dari apapun dengan marahmarah bikin bayi dalam kandungan aku ikut risih. Semoga seseorang paham tujuan dari jangan bedegong itu sedikitnya untuk memperhatikan kesehatan mental ibu hamil,1210947836709195781,,,in,"Bandung, Jawa Barat",0,0,0,https://x.com/nuresmayatii/status/1210947836709195781,232620899,nuresmayatii
1210947378166943745,Sat Dec 28 15:35:27 +0000 2019,6,Ini. Eating disorder substance abuse gangguan-gangguan kronis sering berkaitan dengan masalah kesehatan mental. Tapi suka diperlakukan sebagai 'karena psiennya ga niat'.,1210947378166943745,,,in,,0,2,4,https://x.com/siputriwidi/status/1210947378166943745,75485715,siputriwidi
1210941704896860163,Sat Dec 28 15:12:55 +0000 2019,6,Diskriminasi yang masih banyak dilakukan berujung pada body shaming yang mengintiminasi fisik seseorang. Para korban yang mengalami intiminasi fisik dapat menyebabkan gangguan kesehatan mental. https://t.co/8fqTrFiMte,1210941704896860163,https://pbs.twimg.com/ext_tw_video_thumb/1210941651964706817/pu/img/XsC6bdT4TLAJhmHi.jpg,,in,,0,0,7,https://x.com/its_whatyousay/status/1210941704896860163,1202061188399452163,its_whatyousay
1210904778533826562,Sat Dec 28 14:40:04 +0000 2019,0,@collegemenfess Karna makin kesini banyak yg semakin sadar kalo kesehatan mental itu penting banget. Udah gitu nih ya psikologi tuh banyak cabangnya mulai dari klinis pendidikan sma pio,1210933439743946752,,collegemenfess,in,"Tangerang, Indonesia",0,0,0,https://x.com/febriiya/status/1210933439743946752,426406932,febriiya
1210923251729195010,Sat Dec 28 14:27:51 +0000 2019,0,@Firdisneykim Ngga usah minta maaf fir mengeluarkan uneg-uneg itu bagus kalo emang udah ngga bisa ditahan. Itu juga buat kesehatan mental kamu. Mendik jamu speak up tapi hati kamu tenang daripada kamu diam tapi kamu nangis dalam hati.,1210930362798366721,,,in,Indonesia,0,0,0,https://x.com/JK_noona/status/1210930362798366721,238032100,JK_noona
1210924623925334021,Sat Dec 28 14:05:02 +0000 2019,0,Kesehatan Mental Trump Tidak Impeachment Bisa Nya Membatalkan: Profesor https://t.co/eQno5VdJ1r,1210924623925334021,,,in,Indonesia,0,0,0,https://x.com/bitindo_io/status/1210924623925334021,1127053433985323010,bitindo_io
1210157897457389570,Sat Dec 28 13:55:24 +0000 2019,0,@hydeetako Semangat sayangku. Aku mendukung kesehatan mental,1210922197180506112,,hydeetako,in,,0,1,0,https://x.com/_chaosmosis_/status/1210922197180506112,896295859989561344,_chaosmosis_
1210903708176830470,Sat Dec 28 12:43:50 +0000 2019,2,@ferlafr Kesehatan mental number one teh ‍️‍️,1210904189523464193,,ferlafr,in,,0,1,0,https://x.com/cheeseccke/status/1210904189523464193,825555885015457792,cheeseccke
1210900370144186368,Sat Dec 28 12:28:40 +0000 2019,0,klub sepakbola apa yang selalu peduli dengan kesehatan mental? Liverpool karena You'll Never Walk Alone,1210900370144186368,,,in,"North Dakota, USA",1,0,0,https://x.com/wengeriann/status/1210900370144186368,981806160,wengeriann
1210898216385830914,Sat Dec 28 12:20:07 +0000 2019,0,Untuk kesehatan mental Journaling ternyata penting banget. Konsepnya sama kaya nulis diary tapi mungkin agak sedikit berbeda.,1210898219036577792,,normaltodry,in,"DKI Jakarta, Indonesia",0,1,0,https://x.com/normaltodry/status/1210898219036577792,1050640998756302848,normaltodry
1210890639056859141,Sat Dec 28 11:50:00 +0000 2019,0,Tiongkok luncurkan inisiatif program kesehatan mental siswa https://t.co/EQQAGTKrFm https://t.co/oXIBkfSFXN,1210890639056859141,https://pbs.twimg.com/media/EM11e0NVUAABIFz.jpg,,in,Jakarta Capital Region,0,0,0,https://x.com/XHIndonesia/status/1210890639056859141,3271146871,XHIndonesia
1210886230679769088,Sat Dec 28 11:32:29 +0000 2019,0,Halo Kawan!Rasanya jika bicara percintaan pasti tidak jauh bicara tentang mental juga.Bagi kamu yg sedang jatuh cinta atau sedang menjalin cinta kami setiap sabtu akan membahas keterkaitan percintaan dengan kesehatan mental serta info ciamik lainnya!#FighttheTaboo #KawanpenaYAI https://t.co/ukQZ2kFv1w,1210886230679769088,https://pbs.twimg.com/media/EM3ulw6UwAEEhXS.jpg,,in,"Jakarta, Indonesia",0,0,1,https://x.com/kawanpena_yai/status/1210886230679769088,1203907019322712064,kawanpena_yai
1210885748771020802,Sat Dec 28 11:30:34 +0000 2019,9,Setelah berkunjung ke panti rehabilitasi milik Pak Marsan @Jscmila percaya satu hal. Bahwa orang dengan gangguan jiwa tak seharusnya kita jauhi melainkan kita berikan perhatian Tonton pesan Jessica Mila tentang kesehatan mental dengan klik: https://t.co/Q1kRuZwjbb https://t.co/tjyzesR5Bj,1210885748771020802,https://pbs.twimg.com/ext_tw_video_thumb/1210884902570213376/pu/img/pRhu7iSWYiwz5ufb.jpg,,in,Indonesia,0,0,3,https://x.com/kitabisacom/status/1210885748771020802,862600351,kitabisacom
1210883681730138112,Sat Dec 28 11:22:21 +0000 2019,1,gamau follow jeketifeed demi kesehatan mental ku.,1210883681730138112,,,in,she/her,0,0,0,https://x.com/madwomanism/status/1210883681730138112,850737391761358848,madwomanism
1210879706200829952,Sat Dec 28 11:06:33 +0000 2019,65,Hati hati Kalo sering stress pas kerja entah karena overload dll Bisa berdampak buruk lho buat kesehatan mental kita yg mana kesehatan mental ini harus terus dijaga Nah gimana caranya? Selengkapnya... https://t.co/XvKHTZUZ4z https://t.co/JcQHIjl9vb,1210879706200829952,https://pbs.twimg.com/media/EM3oq7fU4AIo3wX.jpg,,in,,2,2,35,https://x.com/einsistant/status/1210879706200829952,1053516285135310850,einsistant
1210876230427394053,Sat Dec 28 10:52:44 +0000 2019,0,Traveling Dapat Berpengaruh pada Kesehatan Mental Benarkah? https://t.co/0QXOeOIR6v,1210876230427394053,,,in,Masohi,0,0,0,https://x.com/ADUN57/status/1210876230427394053,212453087,ADUN57
1210873633159049216,Sat Dec 28 10:42:25 +0000 2019,0,Pengen keluar dari circle yg menurutku ga baik utk kesehatan mental ku Kadang gaperlu ko mencocokan diri utk masuk ke suatu circle krn takutnya malah jadi toxic.. jadi pilih circle yg sesuai sm diri sendiri aja gamau banyak maksa2in diri ini.,1210873633159049216,,,in,"Bandung, Jawa Barat",0,0,1,https://x.com/Puuupaaah/status/1210873633159049216,1149690333891969024,Puuupaaah
1210604312465772544,Sat Dec 28 10:05:53 +0000 2019,0,@aulkikinasrudin @VeroVeronaa @fikriqq Bisa lihat potingan di https://t.co/Vx8mF7obmE disitu terkadang ada open recuitment volunteer tentang kesehatan mental aku dapat dari situ :),1210864438313512960,,kiarrlewar,in,,0,0,0,https://x.com/pitpitcuit_/status/1210864438313512960,1052550694522109952,pitpitcuit_
1210862203730976768,Sat Dec 28 09:57:00 +0000 2019,6,Selalu Berpikir Positif Ternyata Tak Baik untuk Kesehatan Mental (Toxic Positivity) https://t.co/FpnmTBuT2D,1210862203730976768,,,in,Jakarta,0,0,1,https://x.com/rudmilano/status/1210862203730976768,618199574,rudmilano
1210861847928135681,Sat Dec 28 09:55:35 +0000 2019,0,Punya adek kok ga ngertian amat yah sama kesehatan mental w apa w harus jadi sosok 'pengayom' terus?,1210861847928135681,,,in,Jakarta-Yogyakarta,0,0,0,https://x.com/andikaaryasatya/status/1210861847928135681,1948950343,andikaaryasatya
1210855921884073985,Sat Dec 28 09:32:03 +0000 2019,0,Tak Hanya Miliki Penampilan Cantik 7 Tanaman Ini Juga Bagus Untuk Kesehatan Mental Loh! https://t.co/lke62bqug7 https://t.co/h577Kah6IT,1210855921884073985,https://pbs.twimg.com/media/EM3TC0HUYAAe98X.jpg,,in,Indonesia,0,0,0,https://x.com/wow_keren/status/1210855921884073985,313946561,wow_keren
1210848755584397313,Sat Dec 28 09:03:34 +0000 2019,0,[ Jangan dipikirin soal mic yang penting udah melakukan yang terbaik. Mic-nya aja yang bandel gabisa diatur :( Yang penting happy jaga kesehatan tubuh sama mental. Kalau ada komentar netijen jahat skip aja :)) ] ENAGA,1210848755584397313,,,in,🏡 AROHA - OYO - GSPers,0,1,0,https://x.com/yonosanha/status/1210848755584397313,1057013384850206720,yonosanha
1210830868593250306,Sat Dec 28 07:57:04 +0000 2019,0,@JeromePolin ya gitu emang jer remove toxic people dr kehidupan buat jaga kesehatan mental juga,1210832021351649283,,JeromePolin,in,,0,0,0,https://x.com/pinkcookiese/status/1210832021351649283,1067780842322190336,pinkcookiese
1210829121514688514,Sat Dec 28 07:45:33 +0000 2019,1,Kesehatan mental itu bisa berdampak pada fisikmu https://t.co/2x0petbk0C,1210829121514688514,,,in,,0,0,0,https://x.com/IDNTimes/status/1210829121514688514,388190238,IDNTimes
1210827513083023362,Sat Dec 28 07:39:09 +0000 2019,0,Edukasi tentang kesehatan mental ternyata sepenting itu baru gue sadari.,1210827513083023362,,,in,Di rumah,0,0,0,https://x.com/giparitem/status/1210827513083023362,271307437,giparitem
1210826316326428678,Sat Dec 28 07:34:24 +0000 2019,0,buka akun ini tenyata tidak baik untuk kesehatan mental gue anjir ngehalu mulu capek,1210826316326428678,,,in,,0,0,0,https://x.com/tomatoetoo/status/1210826316326428678,1189370572007829504,tomatoetoo
